Puan	Yorum
1	Kötü yorum yazanları anlamış değilim, art niyetli firmalar olabilir. video ses görüntü aynı anda gidiyor, şarj aleti gayet iyi dönüştürücü adaptör var ve 1.5 saatte %100 ve 2gün gidiyor. 4.5g var ama ekranda 4g yazıyor çekim süper. Ben lg g4 ten buna geçtim. g4 te en büyük sıkıntım navigasyonda ısınma idi. Bu telenfonla tatilde navigasyon açık 2000km yol yaptım telefon hiç ısınmadı. Eşime de almayı düşünüyorum. herkese tavsiye ederim.
1	iyi Fiyat orjinal kapalı bandrollu kutu
1	Aldım 1 gün içinde geldi. Çok güzel mavisi. Hiç bir sorun olmadı
1	Pazartesi sabah sipariş ettim salı öğleden önce elimdeydi. Ürün sıfır jelatinli kutusunda iyi paketlenmiş halde geldi. Fener ve radyosu da var.
1	ertesi gün elime ulaştı. son derece memnunum
1	ürün beklediğimden çok daha kaliteli. mükemmel bir şeçim yapmışım. bu fiyata alınabilecek en iyi tr garantili telefon
1	YOK BÖYLESİ ÜRÜN KAPALI KUTU SIFIR TELEFON ÇOK HIZLI VE DONMA KASMA ISINMA YOK BUNDAN İYİSİ BU FİYATA GÖRE SÜPER
1	Ürün beklediğim gibi. Kendim için önceden siteden mi6 almıştım. Çok başarılı bir telefon.
1	Fiyat, Performans olarak iyi bir telefon beklentimin üstünde geldi fotoğraf çekimi, pil gücü, ekranı almadan ve kullanmadan yorum yapanlara inanmayın. Teşekkür ederim Samsung. 
1	Ben Kastamonu'da köyde kalıyorum. Yurt içi kargo köylere teslimat yapmıyor. Kendim gidip aldım. 28 Haziran Cuma akşamı satın aldım. Elime 1 Temmuz Pazartesi günü geçti. Ürün iyi kargolanmış. Telefon açılmamış pakette geldi. İçerisinden telefon, şarj cihazı, kulaklık, simkart takma iğnesi, bir adet telefon kitapçığı, birde garanti şartlarını belirten kitapçık çıktı.Fatura, 2 adet biri kargo poşetine yapışık diğeri telefon kutusuna sarılı.Fatura da yada garanti kitapçığında ';Huawei Türkiye Garanti'; diye bir bilgi göremedim. Bu konuda alıcıların aydınlatılması gerek.Telefon Ekran koruyucu mu jelatin mi tam anlamadığım kalitesiz bir koruyucuyla geliyor. Kulaklık kalitesiz, insanın kulağını acıtıyor. En küçük boyutunda simkart takılacak telefona.Tel tümleşik bataryalı.Şarjı güzel gidiyor. İki arkada iki önde 4 kameraya sahip, genel olarak kamera güzel çekim yapıyor tabi bir 4K olamaz.Kılıfsız kullanılmamalı bence. Çoğu telefona göre dayanaklı olduğunu düşünüyorum ama.Bu teli. almamdaki amaç diğer markalara göre daha az sorun çıkarır düşüncesi. Yoksa aynı fiyatlarda daha iyi özelliklere sahip yada 5 10 kuruş daha fazla verip daha iyi özelliklere sahip telefonlar var.
1	Alabilirsiniz sorun olmaz yeni üretilecek olan telefonlarda Google desteği çekti bu telefonlara etkisi yok
1	Bugün kullanmaya başladiğim telefon..Gerek kamerasi, gerek hizli menu gecisleri gerekse bataryasi..Herseyiyle mukemmel...
1	Gerçekten telefon çok hızlı. Kesinlikle 1 GB RAM ve A8 çip var diye endişelenmeyin. Hala çok stabil çalışıyor. Telefonun kameraları kağıt üzerinden kötü gibi gözüküyor ama gerçek hayatta farklı. Sosyal medya uygulamalarında kesinlikle sıkıntı yok. iOS 12 ve 13 de gelecek. Pili standart kullanımda 1 günü rahat çıkarır. Tek sorunu parmak izi okuyucu yani Touch ID 1. nesil olduğu için biraz yavaş. PUBG Mobile, The Sims Mobile gibi oyunları rahat kaldırıyo. Ama bunu kardeşime vereceğim çünkü babam hediye iPhone X aldı. 
1	Urun gayet guzel, tesekkurler ama kamerasi bekledigim kadar iyi degil
1	fiyatına göre iyi cihaz. bütçesi düşük olanlar yada telefonu çok yoğun kullanmayacak olanlar için gayet ideal. bu fiyat aralığında farklı markalarda benzer cihazlar var fakay huawei nin servis avantajından dolayı bunu tercih ettim. güzel yani, beklentileriniz üst düzey değilse ideal cihaz
1	1 haftadir kullaniyorum.kamerasi,hizi,ses kalitesi,premium hissi,sarji kisaca herseyiyle cok cok iyi.o kadar hizli ve stabilki iyiki almisim diyorum.
1	Bir hafta oldu ve iyi ki..
1	Bu piyasada alınabilecek tek cihaz. Herşeyiyle mükemmel, hele ki fiyat biraz daha düşerse...
1	Fiyatına göre gayet iyi bu fiyata bulabileceğiniz şu an için en iyi telefon diyebilirim.
1	Yaklaşık 3 gündür kullanıyorum.Ekranı,işlemcisi,hızı ve süper ötesi kamerası ile mükemmel.Yüz tanıma dahil var.Gayet başarılı.Parmak izi birden fazla ekleyebilirsiniz.Ayrıca bu telefonu iki farklı telefon gibi kullanabilirsiniz.İkinci alan diye bir özellik var.İki farklı oturum açabiliyorsunuz.Bunları parmak izi veya yüz tanıma ile eşleştirirseniz öbür oturumdaki bilgiler korunuyor.Arka kapak lacivert mavisi .Muhteşem bir renk.Çift hat kullanıyorum.Gayet başarılı.Çift işlemcili,çift kameralı.F/P mükemmel.Adamlar harbiden kaliteli yapmış.Bir de Çinin adını kötüye çıkarmışlar..
1	Yıllardır tek bir markadan şaşmadım. Torunumun tavsiyesi ile aldım. Gerek fiatı gerekkullanım pratiği gerekse görünüm şıklığı ile 4*4 bir telefon. Herkese tavsiye edebilirim..
1	gerçekten mükemmel bir telefon kargoda çok hızlı bir şekilde ulaştı tavsiye ederim
1	Tereddüt etmeden alın bu kadar hızlı ve kullanışlı olacağı tahmin etmedim kusursuz bi cihaz
1	Güzel bir ürün
1	Kullanmaya yeni başladım.görünüş itibari ile güzel ürün. Fiyatına göre kullanışlı.fotoğraf kalitesi 8 mp le rağmen güzel. Bu fiyat aralığında alınacak en iyi telefon bence. 
1	Fiyat/performans gayet iyiTürk malı olmasıda ayrıTam öğrenci işi bataryası günü kurtarıyor
1	Telefon güzel
1	Güvenilir Satici soylendigi tarihte urun elime ulasti saglam paketleme
1	bizde anneanneme aldık yakında kendime de alacağım pahalı bir telefona hiç gerek yok
1	Ürünü 2017 Ekim ayında babam için almıştık kendi telefonum bozulunca 2 hafta ben kullandım. Oyun oynamadım ancak normal kullanımda bütün sosyal medya uygulamaları vs aktif kullandım kasma donma gibi hiçbir sıkıntı yaşamadım internetim 7/24 açık olmasına rağmen müzik vs.de dinledim şarj 1.5 gün gidiyordu bataryası mükemmel. Kamerası bu fiyata göre ideal. Hoparlör için yankı vs denilmiş ama ben telefonla konuşurken bir sıkıntı yaşamadım.Parmak izi sensörü çok iyi çalışıyor. Kutudan çıkan kulaklık baya dandik ama bu fiyata hoşgörüyorum. Hepsiburada'dan cuma 16.00 gibi sipariş vermeme rağmen cumartesi günü 12 gibi elimdeydi.
1	ÜRÜN FİYAT PERFORMANSINA GÖRE ÇOK İYİ ŞIK TASARIM VE KULLANIŞLI
1	Cihaz harika
1	Ayfon halt etmiş diyorum. Ürün güzel kargo hızlı. Kesinlikle tavsiye ediyorımm
1	çok araştırdım almadan önce kesinlikle aklınızda soru işareti kalmasın düşünmeden alan ahali:-
1	Fiyata göre perfonmans çok iyi ,yeni nesil şarj girişi hızlı şarj.Takılma yok,hızlı.Mağaza hızlı şarj yaptı ve güzel paketlenmişti.Teşekkürler
1	Ürünü tereddüt etmeden alabilirsiniz, pil yoğun kullanımda 2 gün gidiyor, ekran gerçekten canlı ve parlak, performansı günlük işler için yeterli, kamerası gündüz çekimleri çok iyi, bu fiyata böyle bir ürün bulmak imkansız.
1	İlk defa yorum yapıyorum bende bu yorumlara bakarak ürün alıyorum sizlerede tavsiyem kullandığınız memmun kaldığınız veya olmadığınız ürünlere mutlaka yorum yapın gelelim telefona çok iyi bir tel kullanıcısı olarak prenium bir telefon diye bilirim şarjindan ekranına proğramından tasarımına piyasanın en mükemmel teli şarji mükemmel tasarruf modlarinda efsane %1tam tasarrufta 3 saat idare etti kapanmadi görüntü kalitesi sesi efsane sonuna kadar tavsiye ederim...
1	telefon güzel çok şık hızlı akıcı ve stabil çalışıyor tam fp alan pişman olmaz.
1	YERLİ ÜRÜN VESTEL E YAKIŞAN BİR TELEFON AMA İÇİNDEN ÇIKAN ŞARJ ADAPTÖRÜ VE KABLOSU ORJİNAL DEĞİL ÇİN MALI SİZDEN RİCAM LÜTFEN BU EKSİĞİ ORJİNAL ÜRÜNLE DÜZELTİRSENİZ SEVİNİRİM. YERLİ MALI BİR TELEFON A YAKIŞAN BU TŞK.
1	Harika bir marka, arkadaşım bir yıldır kullanıyordu tavsiye etti aldım.
1	Ürün çok kaliteli oğluma aldım ve çok iyi yapmışım.Tasarımı çok güzel,güçlü bir telefon 2017 de çıkmış olsa da çok yeni ve güncelleme alan bir cihaz.Herkese tavsiye ederim teşekkürler Hepsiburada 
1	kullanışlı bir ürün cidden tavsiye ederim rahmetli iron man de tavsiye ederdi
1	Mükemmel bir telefon herkese öneririm fiyat-performans ürünü bu fiyata daha iyisini alamazsınız
1	Açıkcası alırken şüpheliydim... Hiç kullanmadığım marka olması nedeniyle çok beklentim yoktu fakat telefonu alalı 6 ayı geçti. hızı. kullanma kolaylı, ve içerik olarak harika. iphone kullanıyordum, artık fovorim Xiaomi
1	Xiaomi ve Huawei ile rekabet edebilmek için Samsung un çıkardığınf/p ürünü telefon.
1	TAM BİR FİYAT PERFORMANS ÜRÜNÜ, KARGO HIZLI VE MUHAFAZASI ÇOK İYİYDİ.
1	Ürün orijinal ambalajında düzgün paketlenmiş olarak geldi. Kargo işini pttkargo olduğu için 3 gün gecikmeli ve kendim pttkargo merkezinden aldım.
1	telefon güzel ama hafızası 64 olsa çok daha güzel olu
1	Telefon çok güzel, denilenin aksine malzeme kaliteli. Telefon gerçekten şık. Ablama aldık çok beğendi herkes. Fiyat performans telefonu. Ekran çok net ve güzel görüntü veriyor. Kamera 7000 tl Lik telefonlar kadar değil tabi ama gayet güzel. Telefon takılma donma yapmıyor. Pupg gayet güzel kasmadan oynatıyor.Ayrıca 5000 mah pil hangi telde var.Sarjı muazzam gidiyor. Ayrıca çok hızlı doluyor. 
1	Süper hızlı gönderim ile hb farkı, özel şişme ambalajında gayet güzel paketli ve sapasağlam teslim aldık, 1 haftadır sorunsuzca kullanıyoruz, teşekkürler hepsiburada
1	Telefonu pazar günü sipariş verdim pazartesi geldi.Teslim süresi süper ??Bir önceki telefonum Asus Zenfone 2 32 Gb dı.iPhone almayı düşünüyordum hepsiburda.com da en çok satılanlarda gordum aldım.Ön kamerası başaralı parmak izi okuyucusu çok hızlı herhangi bir donma kasma yok 6 gb ram var sonuçta
1	1 haftadır kullanıyorum, gerçekten çok memnun kaldım telefondan. Yine olsa yine alırım. 
1	Almadan önce yorumları ve incelemelere bakarak karar verdim. Özellikle kamera ve batarya performansı etkileyici.Kamerası beklentilerimin çok üzerinde. Mavi rengi de çok beğeniliyor, görenlerin dibi düşüyor resmen :Güncelleme alacak olması da avantaj, bu fiyata alınabilecek en iyi telefonlardan bir tanesi.
1	dizayn görüntü güzel fiyatina göre iyi tek sorun bence ic mekanda cekilen fotoğraflar iyi çıkmıyor
1	daha fazla puan olsaydı en yüksek puanı verirdim : benim için 1 gb ram yeterli ve bu telefon fazlasıyla güzel performans veriyo bana
1	3 haftadır kullanıyorum. Çok memnunum. Parmak izi müthiş hızlı, işlemci hızı çok yüksek, fotoğraf çekimi hem çok hızlı hem de çok kaliteli, kamera çekiminde hızlı ve ağır çekim modları eğlenceli bir deneyim sunuyor. herşeyi kolay hale getirmişler. Mavi rengi gerçekten çok güzel. elinize aldığınızda kaliteyi hissediyorsunuz. kulaklık ses çıkışı için bile değişik modları var ve çok iyi. hoparlörlerini söylemiyorum bile. 1,5 saatte ful şarj. ayrıca yarım saatte pilin yarısından fazlası doluyor. kendi altyapısındaki temaları yüklemedim bile, içeriğindekilerin hepsini deneyemedim. çok düşünüp, araştırıp aldım. tam memnuniyet. adamlar yapmış...son dönemlerde sony ve motorola kullanmış biri olarak diyorum ki çok memnun olacaksınız...
1	Hızlı kargo güzel ürün teşekkür ederim 
1	uzun zamandır kullanıyorum o kadar memnunum ki anlatamam yani tavsiye ederim şarjı uzun gidiyor özellikleri iyi tasarımı harika yok yok yani
1	Bence Fiyat performans ürünü.Çok şık görünüyor. Kalite ve özellikler orta karar kullanıcı için yeterli.Bu fiyata alınabilir. Tavsiye ederim.
1	çıkar çıkmaz alacağım...
1	Arkadaslar alin aldirin .. herseyi harika sarji hic bitmiyor zaten cumbaz saticidan aldim hediye kirilmaz cam yollamislar sagolsunlar iphone kullaniyordum bunca zaman neden almamisim dedim harikaaaa
1	Hiç düşünmeden alın 2 senedir kullanıyorum tek bir sıkıntısını dahi görmedim. Tam bir fiyat performans ürünü!
1	Sen Cep firmasından aldığım cihazım sorunsuz ulaştı.şarjı ve diğer özellikleri olsun çok iyi telefon olsun.Tavsiye sederim
1	Orta seviyenin en kral telefonudur!
1	Ürün güzel fakat alırken kesinlikle HEPSEXPRESS ile alıp fazla para ödemeyin. Ürünü belirtilen günde ve saatte getirmiyorlar.
1	Çok iyi bir ürün tavsiye ederim
1	Huawei mate 20 lite f/p olarak iyi bir telefon,arayüz akıcı, arka kamerada ois eksikliği hissediliyor,ön kamera vasat,gece çekimleri ön ve arka kamera çok iyi değil,gündüz kaliteli fotoğraflar çekiyor.4 G sürekli açık 2 güne kadar batarya süresi var,ısınma ve donma yapmıyor,en büyük eksiği kalitesiz hoparlör sistemi,bu fiyat seviyesinde çok daha kaliteli hoparlör kullanılmalıydı, Huawei burada Çin malı telefon olduğunu hatırlatmak istemiş,bu telefonla müzik dinlemek resmen Çin işkencesi.iyi bir hoparlör kaç kuruş Huawei.
1	Kamerasını pek beğendim diyemem.Ama bu fiyata çok ama çok iyi diyebilirim.Şarj konusunda şarjı çok fazla dayanmıyor telefon daha yeni olmasına rağmen.Onun dışında gayet hızlı akıcı bir telefon.Pubg gibi bir çok oyunları hiç kasmadan akıcı şekilde oynayabilirsiniz.
1	Xiaomi resmi note 7 ile m20 arasında kaldım ama ses performansı isterseniz m20,kamera isterseniz note 7,pil performansı isterseniz m20,işlemci ve ram derseniz resmi note 7,ekran güzelliği ve grafik birimi isterseniz m20,arayüz isterseniz m20 benim ihtiyaçlarımın hepsini m20 karşıladığı için m20 aldım ve hiç kasmadan pil sıkıntısı olmadan2 gün pil ömrü var kullanıyorum
1	Bu fiyata alınacak en iyi telefon.
1	Taahhüt edildiği gibi kısa sürede elime ulaştı. Özenli paketlenmiş. Teşekkürler.
1	Ürün prensesler gibi geldi, teşekkürler.
1	Ürün ÇokAma Çok İyi On Numara Fiyat Performans Canavarı Ürünü Aldım Bir Gün Kullandım Tek Kelimeyle Harika Şarjı Tez DoluyorUzun Gidiyor.Ses Düzeyi Oldukça Güzel Karşıdan Yapılan Konuışmalar Oldukça Net Geliyor.Kemarası Ayrı Bir Harika Efsane Telefon Yalnız Buradan Telefon Hakkında Olumsuz Yorum Yapanlar Telefonu Nasıl Kullanmışlar Nasıl İncelemişler Şaşıyorum Resmen Telefonu Budamışlar Almak İsteyenler Yorumların Olumsuzlıklarına Aldanmayın Gözünüz Kapalı Mate 10 Lite’yi Mutlaka Alın Ben İyiki De Almışım Telefonu kullanalı 1 Gün Oldu Telefondan Gayet Memnunum 7 Anroid Sürümü Vardı Ben Aldım 8 Andoid Sürümü Geldi Telefona Yakında 9 Android Sürümüde Gelecekmiş Telefonu Tereddüt Etmeden Gözünüz Rahatlıkla Alabilirsiniz
1	İyi verdim çok iyi ayrı bişey bence. Telefonu bir haftadır kullanıyorum hernagi donma vs problemle karşılaşmadım. İçinden kötü bir kulaklık çıkıyor. Telefon ön ve arka kamera orta seviyede. Bu fiyata alınabilecek iyi telefon diyebilirim. Bir yakınıma da tavsiye ederim.
1	Çok memnun kaldım. Hızlı gelmeside çok iyi oldu. 
1	Sorunsuz, teşekkürler.
1	merhabalar 1 aydır kullanıyorum süper telefon şarjı çok iyi gidiyor
1	Telefonu 2 yıldır kullanıyorum, Telefon kullanıcıları için önemli bir tavsiyem var. Telefonun launcherbaşlatıcı lenovo olursa çok ram yiyor telefon yavaş kalıyor. Bunun yerine Nova launcher veya Google launcher kullanırsanız telefon hızlanıyor.
1	Ürün bugün elime geçti, sitedeki satıcılar da güvenlidir ama ben hepsiburada satıcısından aldım 60 tl fazla verip. kargo şirketi dış kutuyu ezmiş, yırtılmıştı, fakat Allah'tan Huawei öyle sağlam bir kutuya koymuş ki telefonu, üzerinden araba geçse bir şey olmayacakmış telefon ve ürünlere çok şükür. telefonu e-devlet ve Huawei Türkiye'den sorguladım distribütör garantili ve 2 yıl 2 aylık garantisi mevcut. telefon çok hızlı, kamerası çok iyi, ekranı çok canlı ve renkleri muhteşem. bu kadarını beklemiyordum ekran olarak. sosyal medya ve oyunlarda performansı inanılmaz, bataryasını kullandıkça göreceğiz. parmak izi olarak hem sağ hem sol eli tanıttım 1 salisede açılıyor. şu an için bir olumsuzluk görmedim. 128 gb fazlasıyla yeter zaten, artırılabilir hafızaya hiç gerek yok. kulaklık dönüştürücüsü ve kulaklığı gayet iyi. Aynı paraya 7+ elma alınabilirdi fakat bu telefon onu özellik vs her bakımdan 5 e katlar. teşekkürler hepsiburada.
1	ürün 24 saat dolmadan elime geçti gayet güzel bir cihaz alacaklara şinididen hayırlı olsun
1	Samsung m20 f/p cihazı genel olarak izlenimime göre parasını hak edip bataryasi 1 gün götürür
1	yurtiçi kargo rezaleti hariç cihaz şu an gayet iyi tam bir f/p ürünü parmak izi okuyucusu gerçekten çok hızlı gayet başarılı 5000 TL ye 3 g ram li iPhone almaktansa 6gb ram li xiaomi gayet mantıklı kasa ekran işlemci de üst klasman cihazlar gibi tabi daha 1 gün oldu bakacağız artık umarım böyle devam eder
1	Fiyat performans açısından çok iyi 250 Tl indirim 250 Tl hediye çekiyle beraber aldım pil ömrü çok iyi fotoğraf kalitesi yeterli hızı yeterli bu paraya böyle bi telefon zor alırdım kasası plastik diyenler ben bütün telefonlarımı kılıf içinde kullanıyorum o yüzden kasası metal cam falan benim için problem değil ayrıca samsung ismini kötüye çıkaracak bi cihaz yapmaz diye düşünüyorum teşekkürler Hepsiburada
1	Şuan alınabilecek tabi parasına kıyıp sahip olunabilecek tek fark yaratan tasarım ve 3gb ram olup 8 gb ram tekefonları katlayan ios farkı diyorum!!! Maalesef kötü yorum yapan arkadaşlar farkında değiller bu cihazın.Zaten herkes anlasa herkesde olurdu ????
1	Cuma kampanyasını ilr aldım bayıldım fiyat uygun kamera olsun işlemler arası geçiş güzel bakan korkmadan alsın
1	Telefon çok güzel ve kullanışlı.. Çok memnun kaldım...Tavsiye ederim..
1	Sadece kargo bir gün geç getirdi o kadar gayet güzel.
1	Kesinlikle tavsiye ederim. Çünkü arayüz çok hızlı. Kamera harika ayrıca hızlı şarj olması ve şarjın çok uzun süre dayanması mükemmel. Oyunoynayıp, internette sürekli dolaştığım halde neredeyse 1 gün gidiyor. Gözünüz kapalı alabilirsiniz. 
1	Telefon Hızlı Kargo ile elime 1 İş günündeteslim oldu.Telefonu yaklaşık 10 gündür kullanmaktayım.Daha önceI phone 6 S kullanıyordum çekilen resimlere baktığımda kamerasının daha iyi olduğunu düşünüyorum. Telefonu iş icabı yoğun kullanmaktayım ısınmasıve donması bulunmamakta ayrıca şarzı10 saat kesintisiz götürmekte.Ben mavi kasayı aldım el izini çok belli ediyor.Bence parasının fazlasını hak eden bir telefon.
1	Muadillerine göre fiyatı çok uygun ,hızlı,parmak izi okuyucu vs süper sesi gayet net,tek dezavantajı kutusunda kulaklık çıkmıyor,parası neyse ekleyin kardeşim telefon fiyatına da yanında kulaklık verin uğraştırmayın milleti :
1	Kızıma aldım. Şimdilik çok memnun.
1	1 aydır kullanıyorum, çok güzel bir telefon. Kamerası çok güzel, muhteşem fotoğraf çekiyor. Tasarımı da çok hoş. iPhone almak yerine Huawei P Smart 2019 alın derim ben.
1	Ürünü yaklaşık 10 gündür kullanıyorum. Batarya konusunda çok çok iyi birşey beklemeyin. Oyun oynayan birisi değilseniz 1 günü hatta 1.5 günü rahat çıkarıyor. Ama çok oyun oynuyorsanız aynı performansı alamazsınız. Kamera konusunda kötü olduğu yorumları var ama gündüz güzel ışık altında çok başarılı fotoğraflar çekiyor. AI özelliği de güzel renk katıyor fotoğraflara. Boyutu konusunda biraz büyük ama sonradan alışıyorsunuz. 3.5mm jak girişi olsa daha iyi olurdu. Ses konusunda çok güzel. Güzel ses veriyor hoparlörden. Bölgeyi Hong Kong yaparsanız yüz tanıma açılıyor. Genel olarak başarılı bir telefon. Ben 6&128 modelini aldım. Gayet de memnunum. Alan arkadaşların çok sıkıntı yaşayacağını zannetmiyorum.
1	Telefon çok güzel ve kaliteli. Sarı duvar kağıdını bulamadım gorselde çok güzel görünüyor. Hemen Android 6.0 a guncelledi.
1	Telefon çok süper,kesinlikle alacak almayı düşünen herkese tavsiye ederim.Sadece bataryası şuan çok iyi değil ama 1 günü rahat çıkarıyor hatta %30 kadar da artıyor çok fazla oyun oynamıyorum.Tek şikayetim gece %100 bırakıyorum sabah kalktığımda %15-20 düşüyor boşta iken bile ama bu EYLÜL Ayında 9 pie güncellemesiyle düzeleceğini düşünüyorum.Performansı Sd845 i aratmıyor PUBG en yüksek ayarlarda hiç kasmadan oynuyorum telefon ısısı da ılıktan bir tık fazla oluyor ama çok sıcak olmuyor eli yakmıyor.Şarj olurken ne telefon ne de şarj aleti hiç ısınmıyor 1,5 saatte tam doluyor.SPİGEN kılıf öneririm çok güzel ve sağlam.Sadece biraz fazla toz topluyor tabi telefonda.Gece çekimi güzel Gündüz çekimi mükemmel.Kamerada 4K 60 fps yok 30 fps.1080 60 fps var ve 1080+ da çekim var,960 fps ağır çekim destekliyor 120,240 fps de var ama henüz tam deneyimleyemedim.
1	Telefonu bir haftadır kullanıyorum. Çok iyi bir batarya performansı var. Beni iki gün götürüyor. Hem ön kamerası hem de arka kamerası oldukça tatmin edici. Arka kamerasında pro özelliği mevcut. Ekran parlaklığı da gayet yeterli. Güneşli havada güneş gözlüğü kullanıyor olmama rağmen ekranı rahatça görebiliyorum. Batarya, kamera ve ekran yönünde yüksek beklentileriniz varsa ancak yüksek meblağlar harcamak istemiyorsanız alabilirsiniz. Şimdilik tek eleştirim kasanın malzemesine olacak. Telefon kolaylıkla elden kayıp gidecekmiş gibi hissettiriyor. Bu sorunu da kılıf alarak çözdüm. Siyah bir kılıfla telefon oldukça yakışıklı hale geliyor.
1	Güzel ürün
1	telefon süper ama fiyatı biraz daha düşük olmalıydı.samsung galaxy a50 daha ucuz ve kağıt üzerinde daha iyi gibi duruyor. Ben ikisi arasında kaldım ama samsung sevmediğim için oppo aldım. Pişmamda değilim ama Türkiye ye yeni giren bir markann biraz daha düşük fiyatla girmesi gerekirdi diye düşünüyorum
1	Öncelikle şunu söylemek istiyorum 3 ayda bir telefon değiştiren biriyim mate 10 modeli vardı eşime verdim bunu kendime aldım 2 sininde kamarasını açtık deneme yaptık mate 10 nun görüntü kalitesinin yanından bile geçmiyor mate 10 bundan çok daha iyi çekiyor. Çünkü mate 10 diyafram aralığı f 2.2 mate20 nin f 1.7 onun haricinde telefon gerçekten mükemmel ben çok memnunum. Keşke mate 10 gibi kaliteli bir kamerası olsaydı. Bu telefonun da ekranı çok güzel ıphone x e benziyor
1	Telefon çok güzel ve hızlı. Bu fiyata alınabilecek en iyi telefon diyebilirim. Sadece beni korkutan ithalatçı firma garantisi olması.
1	uzun zamandır almak istiyordum sonunda nasip oldu herşey için teşekkür ederim
1	Piyasada ki en mantıklı telefon gidip 4 5 bin liralara telefon alacağınıza bunu alın şu fiyata emin olun o fiyattaki telefonların yapabildiklerini stabil bir biçimde yapabiliyor dış görünüşü ekranı oyun performansı çok iyi ısınma vs yok şarjı da güzel genel ortalama kullanımda pubg vs dahil 16 saattir açık hala 15 şarj var . Ön kamerası çok iyi arka kamera da güzel ışıkta çok güzel çekimler yapıyor eğer gösteriş meraklısı değilseniz bu telefonun yapamadığı şey yok denebilir. Tek eksi kulaklık çıkışı yok küçük aparatı hep yanınızda taşımanız gerekiyor yada kablosuz kulaklık alacaksınız ama fiyatı düşünülünce mi band ve bir kablosuz kulaklıkla bile fiyatı s9+ a denk gelmiyor çok iyi.
1	bataryası için aldım.
1	Yorumlarım tamamen fiyatına göre:+Dış tasarımını çok beğendim+Özellikleri fiyatına göre çok iyi+Şarjı benim gibiler için çok iyi haber Twitter arada instagram 2gün gidiyor +Kamera bence fiyatına göre iyi denebilir-Çok uzun sürede şarj oluyor-arka kasa malzemesi biraz kalitesiz gibi geldi ama zaten kılıfla telafi edilir. -İostan androide geçmek biraz sarsıyor insanı
1	Arka kamera, hız ve bataryası ile efsane bir telefon. Bence tek eksiği ön kamerası. Ön kamera biraz daha iyi olabilirmiş. Onun dışında efsane bir telefon. Tavsiye ederim.
1	Samsunga teşekkür ediyoruz :kutu ıcerısıne32 gbyte Hafıza kartı hedıye olarak gondermısler , telefon benım hoşuma gıttı annem ıcın aldım onunda gayet hoşuna gıttı , canavar gıbı , parmak ızı olmasada yuz tanıma var bu fıyata alınabilecek güzel bır telefon tavsıye ederım ..
1	ürün gayet güzel cok memnunum arada kasıp donuyor onun dışında bir sorunu yok
1	telefonu alalı yaklaşık 3 hafta oldu gerçekten çok güzel telefon , Huawei mate 20 lite la arasında kalmıştım, arkadaşımın kardeşi Huawei almış kıyasladığımızda Xiaomi bir tık daha iyi kamera konusunda, işlemci olarak zaten Xiaomi zaten önde araştırıldığında göreceksiniz, hiç tereddüt etmeyin bu fiyata başka markalarda daha pahalı modeller yerine xiaomiyi gözünüz kapalı alın
1	Ürünü 7 aydır kullanıyorum. benim gibi orta kıvamda bir kullanıcı için gerçekten mükemmel. Verdiğim paralar göz önüne alındığında da tam bir fiyat\ performans cihazı olduğunu gösteriyor. Uzun yıllar elimin altında olacağını söyleyebilirim. İnsanlar yüksek miktarda paralara kullanımlarının çok ötesinde cihazlar alıyor.Mİ arayüzünün ise tam anlamıyla akıcı olduğunu söyleyebilirim. sıfır kasılma yada sorun.
1	Arkadaşlar telefon hem fiyat hemde performans açısından gayet kaliteli.
1	Cihaz gayet başarılı. Son derece hızlı. Ben iphone 6'dan geçtim ki yaklaşık olarak 5 yıllık İOS kullanıcısıyım. eşekten inip ata binmek gibi. Memnun kalırsınız. Tek yıldızı kargodan dolayı kırdım.
1	Tr'de ilk çıkan Iphone 2G den beri tüm Iphone serilerini kullanmış biri olarak ilk Galaxy S8+ serisine geçmiştim ve çok memnundum, şimdide Galaxy S10+ 512GB telefonu aldım ve herşeyi ile özgürce herhangi bir limit olmadan smart telefon kullanma keyfini yaşıyorum. Bu telefonu Hepsiburadan satın aldım ve Hepsiexpress ile istanbul dışı olmasına rağmen ertesi gün elime geçti. Hız, kamera, akıcılık, batarya 2 gün telefon herşeyi ile mükemmel. karalamalara inanmayın. Şu an piyasadaki en iyi telefon. kesinlikle tavsiye ederim. 1 buçuk aydır sorunsuz kullanıyorum. Teşekkürler Hepsiburada&Samsung.
1	Tam istediğim gibi güzel hızlı telefon
1	Telefonu birkaç gündür yoğun şekilde kurcalıyorum.Bir an olsun aldığıma pişman olmadım.Note8 i gördükten sonra hemen eledim zira patlayan note7 kadar bile çekici değil bence.Alir almaz büyük bir güncelleme aldı.Gerek kamerası gerek ekranı gerek stereo hoparlörleri, bataryası,albenili kusursuzca yakın bir telefon olmuş.Tek eksiği Bluetooth 5,0 yerine 4,2 olması lakin bu kadar kusur kadı kızında bile olur.Alacak olanlara mavi rengi tavsiye ederim ama zor bulunuyor.
1	açıkçası uzun zamandır takip ediyorum ve bütün yorumları okudum telefondan yana sıkıntım yok ilk defa internet yoluyla telefon alacağım için Bir çok tereddütlerim var hangi satıcı daha iyi bilmiyorum birde gelen telefon oejinalmi bu konuda alan arkadaşlar yardımcı olursa sevinirim. teşekkürler
